Code,Name,TIB Core,German Description,English Description
10.11a,"Betriebswirtschaftslehre (Allgemeines), Unternehmen, Management",False,"Die Betriebswirtschaftslehre (BWL) befasst sich mit der wissenschaftlichen Untersuchung von Unternehmen und deren Management. Sie umfasst die Planung, Organisation, Leitung und Kontrolle von betrieblichen Prozessen sowie die Analyse von wirtschaftlichen Entscheidungen. Allgemeine BWL behandelt grundlegende Konzepte wie Unternehmensführung, Strategieentwicklung, Finanzierung, Marketing und Personalmanagement. Ziel ist es, Unternehmen effizient und nachhaltig zu führen, um wirtschaftlichen Erfolg zu erzielen.","Business Administration (General), Enterprises, Management focuses on the scientific study of companies and their management. It encompasses the planning, organization, leadership, and control of business processes, as well as the analysis of economic decisions. General Business Administration covers fundamental concepts such as corporate governance, strategy development, finance, marketing, and human resource management. The aim is to manage companies efficiently and sustainably to achieve economic success."
10.11b,"Mathematische Methoden, Information, Entscheidung",False,"""Mathematische Methoden, Information, Entscheidung"" ist ein interdisziplinäres Fach, das mathematische Techniken und Modelle zur Analyse von Informationssystemen und Entscheidungsprozessen behandelt. Es verbindet Aspekte der Mathematik, Statistik, Informatik und Entscheidungstheorie, um komplexe Probleme in Bereichen wie Datenanalyse, Optimierung, maschinelles Lernen und Management zu lösen.","""Mathematical Methods, Information, Decision"" is an interdisciplinary subject that explores mathematical techniques and models for analyzing information systems and decision-making processes. It combines aspects of mathematics, statistics, computer science, and decision theory to solve complex problems in areas such as data analysis, optimization, machine learning, and management."
10.11c,"Beschaffung, Produktion",False,"Das Fach ""Beschaffung, Produktion"" befasst sich mit den Prozessen der Materialbeschaffung, der Planung und Steuerung der Produktion sowie der effizienten Nutzung von Ressourcen in Unternehmen. Es umfasst Themen wie Lieferkettenmanagement, Einkauf, Lagerhaltung, Produktionsplanung und -steuerung sowie Qualitätsmanagement. Ziel ist es, die Wertschöpfungskette zu optimieren, Kosten zu senken und die Wettbewerbsfähigkeit zu stärken.","The subject ""Procurement, Production"" focuses on the processes of material procurement, planning and control of production, and the efficient use of resources in companies. It covers topics such as supply chain management, purchasing, inventory management, production planning and control, and quality management. The aim is to optimize the value chain, reduce costs, and enhance competitiveness."
10.11d,Kosten,False,"'Kosten' bezieht sich auf die finanziellen Aufwendungen oder Ausgaben, die im Zusammenhang mit der Produktion von Gütern, der Erbringung von Dienstleistungen oder der Durchführung von Projekten entstehen. Es umfasst sowohl fixe als auch variable Kosten und spielt eine zentrale Rolle in der Betriebswirtschaftslehre und im Rechnungswesen.","'Kosten' refers to the financial expenditures or expenses incurred in the production of goods, the provision of services, or the execution of projects. It includes both fixed and variable costs and plays a central role in business administration and accounting."
10.11e,"Marketing, Wettbewerb",False,"Das Fach ""Marketing, Wettbewerb"" beschäftigt sich mit den Strategien und Techniken, die Unternehmen anwenden, um ihre Produkte und Dienstleistungen erfolgreich auf dem Markt zu positionieren. Es umfasst die Analyse von Wettbewerbsbedingungen, die Entwicklung von Marketingkonzepten sowie die Umsetzung von Maßnahmen zur Kundengewinnung und -bindung. Ziel ist es, Wettbewerbsvorteile zu schaffen und die Marktposition eines Unternehmens nachhaltig zu stärken.","The subject ""Marketing, Competition"" focuses on the strategies and techniques that companies use to successfully position their products and services in the market. It includes the analysis of competitive conditions, the development of marketing concepts, and the implementation of measures to attract and retain customers. The goal is to create competitive advantages and sustainably strengthen a company's market position."
10.11f,"Rechnungswesen, Steuer, Revision",False,"Das Fachgebiet ""Rechnungswesen, Steuer, Revision"" umfasst die systematische Erfassung, Auswertung und Kontrolle von finanziellen und wirtschaftlichen Vorgängen in Unternehmen. Es beinhaltet die Buchhaltung, die Steuerplanung und -erklärung sowie die Prüfung und Revision von Geschäftsprozessen, um deren Richtigkeit, Effizienz und Compliance sicherzustellen. Dieses Fach ist essenziell für die transparente und gesetzeskonforme Führung von Unternehmen.","The subject ""Accounting, Taxation, Auditing"" involves the systematic recording, analysis, and control of financial and economic transactions within companies. It encompasses bookkeeping, tax planning and filing, as well as the examination and auditing of business processes to ensure accuracy, efficiency, and compliance. This field is essential for the transparent and legally compliant management of businesses."
10.11g,"Investition, Finanzierung",False,"Das Fach ""Investition, Finanzierung"" beschäftigt sich mit den grundlegenden Prinzipien und Methoden der Kapitalallokation und Finanzierung von Unternehmen. Es umfasst die Analyse von Investitionsentscheidungen, die Bewertung von Finanzierungsmöglichkeiten sowie die Optimierung der Kapitalstruktur. Themen wie Kapitalbudgetierung, Risikomanagement, Finanzierungsinstrumente und die Bewertung von Investitionsprojekten stehen im Mittelpunkt. Das Fach verbindet theoretische Konzepte mit praktischen Anwendungen, um fundierte finanzielle Entscheidungen zu unterstützen.","The subject ""Investment, Financing"" focuses on the fundamental principles and methods of capital allocation and corporate financing. It covers the analysis of investment decisions, the evaluation of financing options, and the optimization of capital structure. Key topics include capital budgeting, risk management, financing instruments, and the assessment of investment projects. The subject integrates theoretical concepts with practical applications to support informed financial decision-making."
10.11h,"Personalpolitik, Arbeitsgestaltung",False,"'Personalpolitik, Arbeitsgestaltung' ist ein Fachbereich, der sich mit der strategischen Planung und Umsetzung von Maßnahmen zur Personalentwicklung und -führung in Unternehmen befasst. Dabei werden Themen wie Mitarbeiterrekrutierung, Arbeitsbedingungen, Motivation, Arbeitsorganisation und die Gestaltung von Arbeitsprozessen behandelt. Ziel ist es, sowohl die Effizienz der Arbeitsabläufe als auch die Zufriedenheit und Leistungsfähigkeit der Mitarbeiter zu optimieren.","'Personalpolitik, Arbeitsgestaltung' (Human Resources Policy, Work Design) is a subject area that focuses on the strategic planning and implementation of measures for employee development and management within organizations. It covers topics such as recruitment, working conditions, motivation, work organization, and the design of work processes. The aim is to optimize both the efficiency of workflows and the satisfaction and performance of employees."
10.11i,"Büro, Bürokommunikation",False,"Das Fach 'Büro, Bürokommunikation' befasst sich mit den grundlegenden Kenntnissen und Fähigkeiten, die für die effiziente Organisation und Kommunikation in einem Büroumfeld erforderlich sind. Es umfasst Themen wie Büroorganisation, Schriftverkehr, elektronische Kommunikation, Terminplanung, Datenschutz und die Nutzung von Bürotechnologien. Ziel ist es, die Teilnehmer auf die Anforderungen moderner Büroarbeit vorzubereiten und ihre Kompetenzen in der professionellen Kommunikation und Verwaltung zu stärken.","The subject 'Office, Office Communication' focuses on the essential knowledge and skills required for efficient organization and communication in an office environment. It covers topics such as office organization, correspondence, electronic communication, scheduling, data protection, and the use of office technologies. The aim is to prepare participants for the demands of modern office work and to enhance their competencies in professional communication and administration."
10.11m,"Spezielle Informationssysteme, Programme",False,"Das Fach ""Spezielle Informationssysteme, Programme"" befasst sich mit der Entwicklung, Implementierung und Anwendung spezialisierter Informationssysteme und Softwareprogramme. Es umfasst die Analyse von Anforderungen, die Gestaltung von Systemarchitekturen sowie die Programmierung und Optimierung von Lösungen für spezifische Anwendungsbereiche. Studierende lernen, komplexe IT-Systeme zu entwerfen und an individuelle Bedürfnisse anzupassen.","The subject ""Special Information Systems, Programs"" focuses on the development, implementation, and application of specialized information systems and software programs. It includes requirements analysis, system architecture design, as well as programming and optimization of solutions for specific application areas. Students learn to design complex IT systems and tailor them to individual needs."
10.12,"Gewerbe allgemein, Industrie, Handwerk",False,"Das Fachgebiet ""Gewerbe allgemein, Industrie, Handwerk"" umfasst die grundlegenden Aspekte der gewerblichen, industriellen und handwerklichen Wirtschaftstätigkeit. Es behandelt Themen wie Unternehmensgründung, Betriebsführung, Produktionsprozesse, Marktstrukturen sowie rechtliche und wirtschaftliche Rahmenbedingungen. Ziel ist es, ein umfassendes Verständnis für die Funktionsweise und Bedeutung dieser Wirtschaftssektoren zu vermitteln.","The subject ""Trade in General, Industry, Craft"" covers the fundamental aspects of commercial, industrial, and artisanal economic activities. It addresses topics such as business formation, management, production processes, market structures, as well as legal and economic frameworks. The aim is to provide a comprehensive understanding of the functioning and significance of these economic sectors."
10.12a,"Industrie, Industriebetrieb, Handwerk",False,"Das Fach ""Industrie, Industriebetrieb, Handwerk"" befasst sich mit der Analyse und dem Verständnis von industriellen Prozessen, der Organisation von Industriebetrieben und der Rolle des Handwerks in der Wirtschaft. Es umfasst Themen wie Produktionsverfahren, Betriebswirtschaft, Technologien, Nachhaltigkeit und die Wechselwirkungen zwischen Industrie und Handwerk. Ziel ist es, Kenntnisse zu vermitteln, die für die effiziente Gestaltung und Führung von Unternehmen in diesen Bereichen erforderlich sind.","The subject ""Industry, Industrial Enterprise, Craft"" focuses on the analysis and understanding of industrial processes, the organization of industrial enterprises, and the role of crafts in the economy. It covers topics such as production methods, business management, technologies, sustainability, and the interactions between industry and craft. The aim is to provide knowledge essential for the efficient design and management of businesses in these fields."
10.12b,Einzelne Branchen der Industrie und des Handwerks,False,"Das Fach ""Einzelne Branchen der Industrie und des Handwerks"" beschäftigt sich mit der detaillierten Analyse und dem Verständnis verschiedener Wirtschaftszweige innerhalb des industriellen und handwerklichen Sektors. Es umfasst die Untersuchung von Produktionsprozessen, Marktbedingungen, technologischen Entwicklungen sowie branchenspezifischen Herausforderungen und Chancen. Ziel ist es, fundierte Kenntnisse über die Strukturen und Dynamiken einzelner Branchen zu vermitteln, um beispielsweise betriebswirtschaftliche Entscheidungen oder politische Maßnahmen zu unterstützen.","The subject ""Individual Branches of Industry and Craft"" focuses on the detailed analysis and understanding of various sectors within the industrial and craft domains. It includes the examination of production processes, market conditions, technological advancements, as well as industry-specific challenges and opportunities. The aim is to provide in-depth knowledge about the structures and dynamics of individual industries, enabling informed business decisions or policy-making."
10.13a,"Handel allgemein, Dienstleistung allgemein",False,"Das Fach 'Handel allgemein, Dienstleistung allgemein' befasst sich mit den grundlegenden Prinzipien und Prozessen des Handels und der Dienstleistungsbranche. Es umfasst Themen wie Handelssysteme, Kundenbeziehungen, Marketing, Logistik und die Bereitstellung von Dienstleistungen. Ziel ist es, ein breites Verständnis für die Abläufe und Herausforderungen in diesen Wirtschaftsbereichen zu vermitteln.","The subject 'General Trade, General Services' deals with the fundamental principles and processes of trade and the service industry. It covers topics such as trade systems, customer relations, marketing, logistics, and the provision of services. The aim is to provide a broad understanding of the operations and challenges in these economic sectors."
10.13b,"Handel einzelner Branchen, Dienstleistung einzelner Branchen",False,"""Handel einzelner Branchen, Dienstleistung einzelner Branchen"" befasst sich mit den spezifischen Handels- und Dienstleistungsaktivitäten in bestimmten Wirtschaftssektoren. Dabei werden branchenspezifische Besonderheiten, Herausforderungen und Strategien analysiert, um ein tiefes Verständnis für die Dynamik und Anforderungen einzelner Branchen zu entwickeln.","""Trade of Individual Industries, Services of Individual Industries"" focuses on the specific trade and service activities within particular economic sectors. It examines industry-specific characteristics, challenges, and strategies to develop a deep understanding of the dynamics and requirements of individual industries."
10.14,Versicherung,False,"""Versicherung"" ist ein Fachgebiet, das sich mit der Absicherung von Risiken beschäftigt. Es umfasst die Analyse, Bewertung und Verwaltung von Risiken sowie die Gestaltung von Versicherungsprodukten, die Schutz vor finanziellen Verlusten bieten. Themen wie Versicherungsmathematik, Vertragsgestaltung, Schadensregulierung und gesetzliche Rahmenbedingungen sind zentrale Bestandteile des Fachs. Versicherungen spielen eine wichtige Rolle in der Wirtschaft und im privaten Leben, um Unsicherheiten abzufedern.","""Insurance"" is a field of study that focuses on the mitigation of risks. It involves the analysis, assessment, and management of risks, as well as the design of insurance products that provide protection against financial losses. Key topics include actuarial science, contract design, claims management, and regulatory frameworks. Insurance plays a crucial role in both the economy and private life by providing a safety net against uncertainties."
10.15,"Werbewirtschaft, Öffentlichkeitsarbeit",False,"Das Fach 'Werbewirtschaft, Öffentlichkeitsarbeit' befasst sich mit den Strategien, Methoden und Techniken der Werbung und Public Relations. Es umfasst die Planung, Gestaltung und Umsetzung von Kommunikationsmaßnahmen, um Produkte, Dienstleistungen oder Marken gezielt zu promoten und das Image von Unternehmen oder Organisationen zu stärken. Themen wie Marktforschung, Medienplanung, digitale Kommunikation und Krisen-PR sind zentrale Bestandteile dieses Fachgebiets.","The subject 'Advertising, Public Relations' focuses on the strategies, methods, and techniques of advertising and PR. It covers the planning, design, and implementation of communication measures to effectively promote products, services, or brands, as well as to enhance the image of companies or organizations. Key topics include market research, media planning, digital communication, and crisis PR."
11.1a,Sprache (Allgemeines),False,"""Sprache (Allgemeines)"" befasst sich mit der grundlegenden Erforschung von Sprache als menschlichem Kommunikationssystem. Es umfasst Themen wie Sprachursprung, Sprachstruktur, Sprachfunktion, Sprachvariation und Sprachwandel. Dieser Bereich untersucht sowohl die theoretischen Aspekte von Sprache als auch ihre praktische Anwendung in verschiedenen Kontexten.","""Language (General)"" deals with the fundamental study of language as a human communication system. It encompasses topics such as the origin of language, language structure, language function, language variation, and language change. This field explores both the theoretical aspects of language and its practical application in various contexts."
11.1b,Historische Sprachwissenschaft,False,"Die Historische Sprachwissenschaft ist ein Teilgebiet der Linguistik, das sich mit der Entwicklung und Veränderung von Sprachen über die Zeit hinweg beschäftigt. Sie untersucht die Entstehung, den Wandel und den Untergang von Sprachen sowie die zugrunde liegenden Ursachen und Mechanismen. Dabei werden sowohl phonologische, morphologische, syntaktische als auch lexikalische Aspekte analysiert. Methoden wie die vergleichende Sprachwissenschaft und die Rekonstruktion von Protosprachen spielen eine zentrale Rolle.","Historical Linguistics is a subfield of linguistics that focuses on the evolution and change of languages over time. It examines the emergence, transformation, and decline of languages, as well as the underlying causes and mechanisms. This field analyzes phonological, morphological, syntactic, and lexical aspects. Key methods include comparative linguistics and the reconstruction of proto-languages."
11.1c,Sprachliche Technik,False,"'Sprachliche Technik' bezieht sich auf die gezielte Anwendung sprachlicher Mittel und Methoden, um effektiv und präzise zu kommunizieren. Dies umfasst Aspekte wie Wortwahl, Satzbau, Stilmittel und rhetorische Strategien, die eingesetzt werden, um eine bestimmte Wirkung zu erzielen. Es ist ein zentrales Thema in Sprachwissenschaft, Literatur und Kommunikation.","'Sprachliche Technik' (Linguistic Technique) refers to the deliberate use of linguistic tools and methods to communicate effectively and precisely. This includes aspects such as word choice, sentence structure, stylistic devices, and rhetorical strategies that are employed to achieve a specific effect. It is a central topic in linguistics, literature, and communication studies."
11.2a,Allgemeine Sprachtheorie,False,"Die Allgemeine Sprachtheorie befasst sich mit den grundlegenden Prinzipien und Strukturen, die allen Sprachen gemeinsam sind. Sie untersucht die universellen Merkmale der menschlichen Sprache, ihre Entstehung, Funktion und Organisation. Dieser Bereich umfasst Aspekte wie Phonetik, Syntax, Semantik und Pragmatik und zielt darauf ab, ein umfassendes Verständnis der Sprache als System zu entwickeln.","General Linguistic Theory explores the fundamental principles and structures that are common to all languages. It investigates the universal features of human language, its origins, functions, and organization. This field encompasses aspects such as phonetics, syntax, semantics, and pragmatics, aiming to develop a comprehensive understanding of language as a system."
11.2b,Grammatik,False,"Grammatik ist ein zentraler Bereich der Sprachwissenschaft, der sich mit den Regeln und Strukturen einer Sprache beschäftigt. Sie umfasst die Bereiche Morphologie (Wortbildung), Syntax (Satzbau), Phonologie (Lautsystem) und Semantik (Bedeutung). Die Grammatik legt fest, wie Wörter gebildet, kombiniert und verwendet werden, um sinnvolle und korrekte Sätze zu erzeugen. Sie ist essenziell für das Verständnis und die korrekte Anwendung einer Sprache.","Grammar is a core area of linguistics that deals with the rules and structures of a language. It encompasses morphology (word formation), syntax (sentence structure), phonology (sound system), and semantics (meaning). Grammar defines how words are formed, combined, and used to create meaningful and correct sentences. It is essential for understanding and accurately applying a language."
11.2c,"Phonetik, Phonologie",False,"Phonetik und Phonologie sind zwei zentrale Teilgebiete der Linguistik, die sich mit den lautlichen Aspekten der Sprache befassen. Die Phonetik untersucht die physische Produktion, Übertragung und Wahrnehmung von Sprachlauten, während die Phonologie die systematische Organisation und Funktion von Lauten in einer bestimmten Sprache analysiert. Zusammen bilden sie die Grundlage für das Verständnis, wie Laute in menschlicher Sprache strukturiert und verwendet werden.","Phonetics and Phonology are two core subfields of linguistics that deal with the sound aspects of language. Phonetics focuses on the physical production, transmission, and perception of speech sounds, while Phonology examines the systematic organization and function of sounds within a particular language. Together, they provide the foundation for understanding how sounds are structured and used in human language."
11.3a,Lexikologie,False,"Lexikologie ist ein Teilgebiet der Linguistik, das sich mit der Erforschung des Wortschatzes einer Sprache beschäftigt. Sie untersucht die Struktur, Entstehung, Bedeutung und Entwicklung von Wörtern sowie deren Beziehungen zueinander. Ein zentraler Aspekt ist die Analyse von Lexemen, Wortfamilien, Synonymen, Antonymen und der historischen Veränderung des Vokabulars. Die Lexikologie bildet die theoretische Grundlage für die Lexikografie, die sich mit der Erstellung von Wörterbüchern befasst.","Lexicology is a branch of linguistics that focuses on the study of the vocabulary of a language. It examines the structure, origin, meaning, and evolution of words, as well as their relationships with one another. Key aspects include the analysis of lexemes, word families, synonyms, antonyms, and the historical changes in vocabulary. Lexicology provides the theoretical foundation for lexicography, which deals with the compilation of dictionaries."
11.3b,Namenkunde,False,"Namenkunde, auch Onomastik genannt, ist die wissenschaftliche Disziplin, die sich mit der Erforschung von Namen beschäftigt. Sie untersucht die Herkunft, Bedeutung, Verbreitung und Entwicklung von Personen-, Orts- und anderen Eigennamen. Die Namenkunde verbindet dabei Methoden aus Sprachwissenschaft, Geschichte, Geographie und Kulturwissenschaft, um die Rolle von Namen in verschiedenen Gesellschaften und Zeitepochen zu verstehen.","Namenkunde, also known as onomastics, is the scholarly discipline dedicated to the study of names. It explores the origin, meaning, distribution, and evolution of personal names, place names, and other proper names. Onomastics integrates methods from linguistics, history, geography, and cultural studies to understand the role of names in different societies and historical periods."
11.3c,Fachsprache,False,"Fachsprache bezeichnet die spezialisierte Sprache, die in einem bestimmten Beruf, einer Wissenschaft oder einem Fachgebiet verwendet wird. Sie zeichnet sich durch präzise Begriffe, Fachtermini und eine klare Struktur aus, die es Experten ermöglicht, komplexe Sachverhalte effizient zu kommunizieren. Beispiele sind Medizinersprache, Juristendeutsch oder technische Fachsprachen.","Fachsprache, or specialized language, refers to the specific terminology and linguistic style used within a particular profession, science, or field of study. It is characterized by precise terms, technical jargon, and a clear structure, enabling experts to communicate complex ideas efficiently. Examples include medical terminology, legal language, or technical jargon."
11.3d,Anonymes Werk als Sprachdenkmal,False,"Das Thema „Anonymes Werk als Sprachdenkmal“ untersucht anonyme literarische oder sprachliche Werke, die als bedeutende Zeugnisse der Sprachgeschichte und Kultur betrachtet werden. Es geht darum, wie diese Werke, deren Urheber unbekannt sind, Einblicke in die Entwicklung von Sprache, Stil und gesellschaftlichen Normen ihrer Zeit bieten. Dabei werden oft Fragen nach Authentizität, Überlieferung und dem Einfluss auf spätere Generationen behandelt.","The subject ""Anonymous Work as a Linguistic Monument"" explores anonymous literary or linguistic works that are regarded as significant testimonies of language history and culture. It focuses on how these works, whose creators are unknown, provide insights into the development of language, style, and societal norms of their time. The topic often addresses questions of authenticity, transmission, and the influence of these works on later generations."
12.1a,Allgemeine Literaturwissenschaft,False,"Allgemeine Literaturwissenschaft ist ein Fachbereich, der sich mit der theoretischen und methodischen Erforschung von Literatur in ihren vielfältigen Erscheinungsformen beschäftigt. Es umfasst die Analyse von Texten, literarischen Gattungen, Erzähltechniken, Stilmitteln sowie die Untersuchung von Literatur im kulturellen, historischen und sozialen Kontext. Im Gegensatz zu spezifischen Philologien (z. B. Germanistik oder Romanistik) betrachtet die Allgemeine Literaturwissenschaft Literatur übergreifend und interdisziplinär und bezieht dabei oft philosophische, linguistische und kulturwissenschaftliche Ansätze ein.","General Literary Studies is an academic discipline that focuses on the theoretical and methodological exploration of literature in its diverse forms. It encompasses the analysis of texts, literary genres, narrative techniques, stylistic devices, and the examination of literature within cultural, historical, and social contexts. Unlike specific philologies (e.g., German Studies or Romance Studies), General Literary Studies takes a broad and interdisciplinary approach to literature, often incorporating philosophical, linguistic, and cultural studies perspectives."
12.1b,Literarisches Leben,False,"Das Fach ""Literarisches Leben"" beschäftigt sich mit der Untersuchung und Analyse der Dynamiken, Strukturen und Akteure des literarischen Feldes. Es umfasst die Entstehung, Verbreitung und Rezeption von Literatur sowie die sozialen, kulturellen und institutionellen Rahmenbedingungen, die das literarische Schaffen und Leben prägen. Themen wie literarische Netzwerke, Verlags- und Medienlandschaft, literarische Öffentlichkeit und die Rolle von Autorinnen und Autoren werden dabei beleuchtet.","The subject ""Literarisches Leben"" (Literary Life) focuses on the study and analysis of the dynamics, structures, and key players within the literary field. It encompasses the creation, dissemination, and reception of literature, as well as the social, cultural, and institutional frameworks that shape literary production and life. Topics such as literary networks, publishing and media landscapes, literary public spheres, and the role of authors are explored in this discipline."
12.2a,Literaturgeschichte,False,"Literaturgeschichte ist das akademische Fach, das sich mit der Entwicklung der Literatur im historischen Kontext beschäftigt. Es untersucht literarische Werke, Strömungen, Autoren und deren Einflüsse in verschiedenen Epochen, Kulturen und Gesellschaften. Ziel ist es, die Bedeutung und den Wandel literarischer Formen, Themen und Stile im Laufe der Zeit zu verstehen und zu analysieren.","Literary history is the academic discipline that explores the development of literature within its historical context. It examines literary works, movements, authors, and their influences across different eras, cultures, and societies. The aim is to understand and analyze the significance and evolution of literary forms, themes, and styles over time."
12.2b,Anonyme literarische Werke,False,"Das Fach ""Anonyme literarische Werke"" befasst sich mit Texten, deren Autorenschaft unbekannt oder nicht eindeutig zuzuordnen ist. Es untersucht die Entstehungsgeschichte, Überlieferung und Rezeption dieser Werke sowie deren Bedeutung in der Literaturgeschichte. Besonderes Augenmerk liegt auf der Analyse stilistischer Merkmale, historischer Kontexte und möglicher Hinweise auf die Identität der Verfasser.","The subject ""Anonymous Literary Works"" deals with texts whose authorship is unknown or cannot be clearly attributed. It explores the origins, transmission, and reception of these works, as well as their significance in literary history. Special attention is given to analyzing stylistic features, historical contexts, and potential clues to the identity of the authors."
12.2p,Personen zu Literaturgeschichte (Schriftsteller),False,"Das Fach *Personen zu Literaturgeschichte (Schriftsteller)* befasst sich mit bedeutenden Autoren und deren Einfluss auf die Entwicklung der Literatur. Es untersucht ihr Leben, ihre Werke und ihren Beitrag zu literarischen Bewegungen, Epochen und Stilen. Ziel ist es, ein Verständnis für die Zusammenhänge zwischen individuellen Schriftstellern und der literarischen Geschichte zu entwickeln.","The subject *Persons in Literary History (Writers)* focuses on significant authors and their impact on the evolution of literature. It explores their lives, works, and contributions to literary movements, eras, and styles. The aim is to develop an understanding of the connections between individual writers and the broader context of literary history."
12.3,Literaturgattung,False,"Die 'Literaturgattung' bezieht sich auf die Einteilung von literarischen Werken in verschiedene Kategorien oder Genres basierend auf formalen, inhaltlichen oder strukturellen Merkmalen. Die drei Hauptgattungen sind Epik, Lyrik und Dramatik, die jeweils unterschiedliche Ausdrucksformen und Erzählweisen umfassen. Die Klassifizierung in Gattungen hilft dabei, literarische Texte zu analysieren, zu verstehen und in einen historischen oder kulturellen Kontext einzuordnen.","'Literaturgattung' (literary genre) refers to the classification of literary works into different categories or genres based on formal, thematic, or structural characteristics. The three main genres are epic (narrative), lyric, and drama, each encompassing distinct forms of expression and narrative styles. Classifying literature into genres aids in analyzing, understanding, and contextualizing texts within their historical or cultural framework."
12.4,"Literarische Motive, Stoffe, Gestalten",False,"Das Fach ""Literarische Motive, Stoffe, Gestalten"" beschäftigt sich mit der Analyse und Interpretation wiederkehrender Themen, Stoffe und Figuren in der Literatur. Es untersucht, wie bestimmte Motive (z.B. Liebe, Tod, Heldentum) und archetypische Gestalten (z.B. der Held, der Bösewicht) in verschiedenen literarischen Werken und Epochen dargestellt und variiert werden. Dabei werden auch kulturhistorische und intertextuelle Bezüge beleuchtet, um die Entwicklung und Bedeutung dieser Elemente in der Literaturgeschichte zu verstehen.","The subject ""Literary Motifs, Themes, and Characters"" focuses on the analysis and interpretation of recurring themes, subjects, and figures in literature. It explores how specific motifs (e.g., love, death, heroism) and archetypal characters (e.g., the hero, the villain) are portrayed and varied across different literary works and periods. The study also examines cultural-historical and intertextual connections to understand the evolution and significance of these elements in literary history."
12.4p,Personen als literarisches Motiv,False,"Das Fach „Personen als literarisches Motiv“ untersucht die Darstellung und Funktion von Figuren in der Literatur. Es beleuchtet, wie Charaktere als Träger von Handlung, Symbolik oder Ideen gestaltet werden und welche Rolle sie in der narrativen Struktur spielen. Dabei werden archetypische, historische oder kulturell geprägte Figuren analysiert, um deren Bedeutung und Einfluss auf den literarischen Text zu verstehen.","The subject ""Persons as a Literary Motif"" explores the portrayal and function of characters in literature. It examines how characters are crafted as carriers of plot, symbolism, or ideas and their role within the narrative structure. Archetypal, historical, or culturally shaped figures are analyzed to understand their significance and impact on the literary text."
12.4y,Geografische Namen als literarisches Motiv,False,"""Geografische Namen als literarisches Motiv"" untersucht die Verwendung und Bedeutung von Ortsnamen in der Literatur. Dabei wird analysiert, wie geografische Bezeichnungen als Stilmittel, Symbol oder kultureller Verweis fungieren und welche Rolle sie bei der Schaffung von Atmosphäre, Identität oder Handlungsrahmen spielen. Das Thema verbindet literaturwissenschaftliche Ansätze mit geografischen und kulturhistorischen Perspektiven.","""Geographical Names as a Literary Motif"" explores the use and significance of place names in literature. It examines how geographical designations function as stylistic devices, symbols, or cultural references, and the role they play in creating atmosphere, identity, or narrative frameworks. The subject combines literary studies with geographical and cultural-historical perspectives."
13.1a,Bildende Kunst,False,"""Bildende Kunst"" umfasst die künstlerischen Disziplinen wie Malerei, Skulptur, Grafik, Fotografie und Installationen, bei denen visuelle und räumliche Gestaltung im Vordergrund steht. Sie beschäftigt sich mit der kreativen Darstellung von Ideen, Emotionen und Konzepten durch verschiedene Materialien und Techniken.","""Bildende Kunst"" (Visual Arts) encompasses artistic disciplines such as painting, sculpture, graphic arts, photography, and installations, focusing on visual and spatial design. It explores the creative expression of ideas, emotions, and concepts through various materials and techniques."
13.1b,Kunstgeschichte,False,"Kunstgeschichte ist die wissenschaftliche Disziplin, die sich mit der Erforschung und Analyse von Kunstwerken, ihrer Entstehung, Entwicklung und Bedeutung im historischen und kulturellen Kontext beschäftigt. Sie umfasst verschiedene Epochen, Stile und Kulturen von der Antike bis zur Gegenwart und untersucht dabei Malerei, Skulptur, Architektur und andere künstlerische Ausdrucksformen.","Art history is the academic discipline that focuses on the study and analysis of artworks, their creation, development, and significance within historical and cultural contexts. It encompasses various periods, styles, and cultures from antiquity to the present, examining painting, sculpture, architecture, and other forms of artistic expression."
13.1c,Sachliche Motive in der Kunst,False,"""*Sachliche Motive in der Kunst*"" bezieht sich auf die Darstellung realer, gegenständlicher Objekte oder Themen in künstlerischen Werken. Im Gegensatz zu abstrakten oder symbolischen Motiven liegt der Fokus hier auf der präzisen und detaillierten Wiedergabe von Gegenständen, Szenen oder Konzepten aus der realen Welt. Diese Motive können Alltagsgegenstände, Natur, Architektur oder sogar technische Elemente umfassen und sind oft in Stilen wie dem Realismus, der Neuen Sachlichkeit oder der Fotografie zu finden.","""*Sachliche Motive in der Kunst*"" (Objective Motives in Art) refers to the depiction of real, tangible objects or themes in artistic works. In contrast to abstract or symbolic motifs, the focus here is on the precise and detailed representation of objects, scenes, or concepts from the real world. These motifs can include everyday objects, nature, architecture, or even technical elements and are often found in styles such as Realism, New Objectivity, or photography."
13.1cp,Personen als künstlerisches Motiv,False,"""Personen als künstlerisches Motiv"" ist ein Themengebiet, das sich mit der Darstellung von Individuen in verschiedenen Kunstformen beschäftigt. Es untersucht, wie Künstlerinnen und Künstler menschliche Figuren in Malerei, Skulptur, Fotografie und anderen Medien interpretieren und gestalten. Dabei werden Aspekte wie Porträtkunst, symbolische Repräsentationen, soziale und kulturelle Kontexte sowie die Beziehung zwischen Künstler und Modell beleuchtet.","""Persons as an Artistic Motif"" is a subject area that focuses on the portrayal of individuals in various art forms. It explores how artists interpret and depict human figures in painting, sculpture, photography, and other media. The study examines aspects such as portraiture, symbolic representations, social and cultural contexts, and the relationship between the artist and the subject."
